gpu_temperature,gpu_power_load,ambient_temperature,humidity,water_temperature,tds,ph,conductivity,tower_age,cooling_cycles,flow_rate,daily_water_usage,scaling_risk
81.37,67.08,23.73,39.78,37.14,665.1,7.14,875.14,14.9,12.37,157.68,7745.87,1
81.61,46.93,29.08,46.46,37.03,891.48,8.33,1193.16,3.16,10.13,184.54,8411.28,1
66.18,65.04,40.74,27.21,34.3,1197.72,7.83,1543.2,3.61,18.36,48.73,5186.54,1
63.21,77.57,24.15,70.33,29.03,426.07,8.58,570.94,4.69,5.64,112.97,6968.27,1
86.42,35.34,20.78,55.27,32.79,1141.41,9.06,1462.64,14.64,3.12,159.5,4327.65,1
86.46,49.23,18.87,69.61,35.75,915.4,6.81,1246.59,14.83,20.96,133.33,2691.59,1
89.02,86.49,23.94,37.43,36.16,1272.01,7.4,1758.86,12.03,2.08,68.03,5898.78,1
91.1,62.18,38.4,42.71,39.65,406.36,7.36,513.03,9.62,21.54,94.48,2973.54,1
73.01,68.26,29.15,43.4,32.51,704.82,6.91,1003.82,8.04,16.58,90.84,4931.99,1
72.57,60.3,21.82,21.8,33.02,1199.41,8.69,1543.68,14.57,8.57,81.82,8046.59,1
85.92,33.07,19.99,43.87,36.68,223.08,8.55,288.9,10.59,15.96,94.9,2145.14,1
79.25,41.6,24.98,76.23,36.61,334.64,7.81,462.57,14.2,18.36,122.38,1728.21,1
81.59,61.19,43.2,82.81,42.0,1388.68,7.95,1866.04,5.09,6.91,176.78,6048.58,1
85.81,44.64,25.29,56.28,34.8,536.47,6.66,724.17,5.34,17.42,158.73,3982.96,1
90.05,33.5,44.64,51.89,36.65,1370.65,8.0,1748.45,12.89,18.09,173.64,4634.53,1
65.21,89.06,29.56,22.16,32.24,419.04,8.64,591.32,2.67,6.99,181.38,4542.83,1
66.9,98.68,20.37,81.54,28.85,633.31,8.05,869.8,14.22,2.84,106.58,2149.65,1
54.23,85.52,41.73,20.91,33.44,1103.44,7.22,1409.18,7.86,6.08,95.36,1526.75,1
76.02,89.76,28.81,86.13,34.2,989.33,8.3,1310.67,13.93,6.01,49.22,8238.17,1
51.62,46.94,36.29,54.25,27.95,897.35,7.48,1267.13,5.38,3.3,188.88,3133.49,1
70.95,97.24,44.51,43.94,39.43,835.88,7.97,1139.86,10.88,16.52,50.53,4695.59,1
74.42,43.78,16.51,84.7,30.65,1212.13,7.82,1541.5,7.5,9.6,158.58,8789.44,1
62.89,96.6,17.9,21.71,28.35,481.94,7.53,638.35,9.59,19.69,100.5,7700.72,1
76.59,99.64,36.61,60.7,38.85,730.97,8.44,949.19,7.81,7.04,191.8,2309.48,1
51.37,79.82,23.45,58.43,27.26,386.54,8.89,523.18,14.52,11.06,107.14,5313.89,1
51.68,98.68,20.53,35.35,24.29,915.13,6.51,1298.27,10.54,14.78,170.66,6975.59,1
87.02,69.87,16.18,50.02,32.28,500.65,9.02,669.5,4.14,19.55,85.22,6737.95,1
66.21,48.17,15.66,65.66,27.21,600.61,7.88,802.82,13.69,12.49,87.85,7206.31,1
55.72,60.59,38.23,70.9,32.53,765.5,8.39,1095.49,4.76,9.47,135.28,4930.91,1
73.5,71.55,19.03,20.05,32.03,232.12,8.81,316.91,5.89,19.34,199.68,2819.42,1
84.65,35.12,29.03,85.58,37.61,310.33,7.76,423.05,1.98,8.2,122.81,4986.54,1
59.71,73.56,33.18,31.52,35.69,1023.12,8.75,1332.49,13.55,3.59,189.81,6359.15,1
78.03,98.68,27.85,36.35,38.67,714.76,6.98,980.33,4.65,10.9,165.8,6064.44,1
53.84,43.31,15.81,38.44,24.15,1237.75,6.93,1689.75,4.25,17.7,167.34,2028.92,1
52.33,85.48,38.51,22.65,23.88,1033.61,8.28,1374.05,13.84,2.62,109.75,1987.14,1
73.91,93.55,15.32,28.61,31.31,209.72,8.85,303.71,12.18,13.72,101.85,8739.43,1
74.33,96.06,37.86,89.04,35.75,940.05,8.91,1340.87,2.55,13.89,70.71,2638.54,1
78.68,97.21,41.8,42.07,37.7,312.47,8.24,437.43,11.66,20.57,194.23,3708.47,1
82.67,66.5,27.99,28.07,34.67,1137.12,7.92,1543.61,13.74,7.73,193.5,7257.26,1
93.91,98.41,31.07,27.49,38.46,1389.81,7.39,1865.7,1.64,7.58,159.53,4572.58,1
73.23,83.01,29.31,70.36,34.79,837.44,9.15,1077.77,12.47,10.81,87.4,2860.99,1
64.53,41.32,26.68,79.82,27.35,1019.34,7.36,1336.5,8.44,9.14,79.23,5004.24,1
85.78,63.38,41.62,37.99,38.86,484.78,8.51,681.01,10.2,16.73,198.18,5767.12,1
62.19,80.28,41.82,21.46,35.87,725.12,7.94,972.2,7.65,14.84,50.65,4895.75,1
69.75,47.31,25.07,35.62,32.46,1227.31,8.14,1750.71,10.62,17.18,174.97,8392.1,1
53.53,74.84,33.45,23.96,31.37,400.91,7.56,512.99,0.99,18.4,96.87,3635.24,1
51.14,76.66,42.81,27.24,31.19,518.64,9.11,701.03,11.56,20.46,107.02,6459.99,1
93.32,41.39,43.86,50.21,41.72,734.52,8.04,1013.19,0.98,10.62,173.12,2342.21,1
87.62,69.56,30.27,36.09,36.49,1054.7,9.03,1427.4,7.1,21.69,54.5,4442.14,1
81.32,84.01,28.58,56.12,35.81,651.06,6.52,929.61,2.69,6.31,96.67,7057.45,1
68.4,64.92,23.36,37.74,33.25,1313.28,8.05,1901.51,12.44,16.29,192.32,3186.13,1
57.8,30.85,43.77,85.84,30.67,313.35,8.44,398.94,5.05,12.68,151.85,5923.28,1
57.04,30.63,19.28,83.42,25.57,644.97,8.51,822.97,7.08,18.34,160.79,2650.78,1
61.26,54.99,32.39,59.68,28.99,1050.74,8.94,1340.82,6.72,11.54,161.2,2270.26,1
74.72,94.83,23.48,44.81,28.59,471.18,6.51,653.17,11.7,17.68,49.69,5424.25,1
82.16,46.01,23.37,46.68,35.65,987.7,6.5,1308.24,7.48,20.6,72.51,6562.58,1
79.71,74.41,27.15,48.83,35.52,397.06,7.78,554.56,11.94,16.65,118.6,2350.25,1
62.6,45.55,44.96,70.93,37.29,267.18,6.58,355.64,1.57,17.52,98.9,8383.32,1
92.97,52.52,16.65,51.61,35.91,345.22,9.13,474.86,3.28,3.34,105.75,3193.29,1
83.21,89.36,32.36,79.97,36.17,1315.98,7.1,1847.6,8.5,6.1,165.03,2399.81,1
74.95,81.02,17.48,86.09,28.99,862.1,7.78,1172.15,14.23,21.49,42.35,3020.24,1
77.53,36.68,19.64,43.52,35.63,1155.61,6.67,1569.21,1.58,15.86,145.68,2771.79,1
68.88,60.01,28.19,59.25,31.59,599.19,7.91,759.56,1.12,13.23,40.02,2180.06,1
61.15,32.04,30.31,26.65,32.37,911.19,7.53,1213.85,2.77,9.34,50.09,7483.79,1
66.02,63.66,22.76,34.03,29.48,793.94,6.62,1079.09,9.8,2.89,105.33,5216.53,1
84.1,76.37,24.49,48.94,30.9,1334.89,7.4,1791.95,6.29,9.38,174.55,4413.9,1
50.65,38.3,17.61,34.43,19.74,1097.09,7.56,1569.01,12.47,11.98,63.2,8629.71,1
55.22,50.22,24.1,81.36,26.08,1076.65,9.17,1541.02,1.54,6.23,128.74,4282.56,1
52.07,57.85,44.0,31.08,35.53,255.62,7.06,361.55,3.35,5.46,148.56,2752.3,1
51.83,94.37,43.34,51.9,34.7,859.6,7.97,1139.03,4.85,12.17,76.73,3555.32,1
88.5,99.53,25.05,62.4,37.72,760.39,9.17,1059.57,9.59,13.72,121.97,3292.25,1
81.66,33.14,32.13,68.43,34.69,1313.41,8.64,1745.6,10.44,6.8,185.83,5240.56,1
71.34,83.27,42.29,46.81,40.87,508.81,9.18,659.68,2.3,13.75,121.96,3686.29,1
54.4,56.02,15.19,80.84,21.99,523.8,9.11,690.67,14.19,20.01,65.17,5370.46,1
72.12,57.47,39.32,59.78,37.22,693.62,7.82,876.86,5.45,11.46,140.45,6519.7,1
71.31,82.8,43.45,50.77,38.01,492.04,8.38,647.7,10.84,19.15,134.75,7329.74,1
57.79,94.29,17.74,24.71,25.31,355.02,6.8,476.49,8.1,20.55,44.31,6826.18,1
69.52,96.57,19.84,52.53,32.0,1228.9,7.69,1770.96,3.73,3.85,54.5,3041.93,1
67.93,70.4,43.82,77.45,35.91,869.93,8.68,1141.94,12.77,3.92,65.09,2369.25,1
77.71,55.0,31.13,63.02,32.62,1233.64,7.86,1764.7,12.36,11.52,61.81,5568.38,1
78.58,85.13,15.43,78.25,30.08,1197.36,8.4,1551.51,6.24,13.76,81.51,2991.84,1
52.04,47.57,22.73,54.58,25.17,538.45,8.51,693.63,9.03,10.52,112.66,2137.0,1
66.86,69.49,28.5,28.29,38.44,857.28,7.18,1160.59,4.24,8.53,99.47,5453.21,1
78.16,55.1,35.79,20.95,38.42,299.86,8.86,415.16,10.5,14.82,182.5,3950.96,1
72.64,75.96,36.99,41.23,35.29,1298.3,7.74,1634.39,4.98,2.04,137.94,7171.12,1
88.54,46.83,44.86,68.86,40.73,685.12,7.07,886.69,12.74,21.36,180.18,3856.44,1
79.64,43.41,23.63,75.32,29.42,672.41,8.84,901.8,3.65,6.64,124.33,8840.38,1
57.33,94.28,31.15,40.7,28.18,563.31,7.63,741.42,0.71,20.34,54.38,7188.92,1
53.18,37.13,31.0,54.7,29.37,752.8,8.53,1048.29,4.39,4.18,114.13,1932.7,1
78.91,65.42,27.17,49.48,37.09,502.11,7.98,678.97,3.27,6.76,171.53,5316.55,1
51.19,45.46,20.07,48.74,27.07,649.82,7.53,833.12,7.87,6.7,71.06,5719.65,1
76.36,32.73,44.32,36.19,40.06,1159.94,8.69,1657.43,3.45,21.92,54.59,6714.77,1
92.31,32.52,40.6,29.55,41.64,1201.11,8.08,1571.75,11.57,2.09,92.71,5233.48,1
75.9,42.27,29.95,33.77,34.99,565.02,7.55,788.89,4.0,14.79,102.22,5125.83,1
67.47,90.67,33.1,23.87,32.41,762.82,6.8,1072.51,10.75,19.39,89.0,4259.54,1
78.95,49.77,21.82,33.87,35.81,1248.58,8.92,1801.25,8.89,15.45,61.64,3535.96,1
70.62,96.53,31.31,20.64,33.24,263.21,6.6,355.25,14.8,9.25,80.13,8596.5,1
74.55,70.71,35.85,63.91,36.01,1266.97,8.83,1739.77,15.0,21.17,149.17,3881.98,1
92.37,60.56,30.46,42.15,34.32,463.02,7.47,609.79,13.11,19.87,101.75,1975.66,1
67.37,70.61,44.71,88.12,37.1,1014.25,8.23,1405.38,11.52,10.68,141.21,2754.64,1
93.25,66.17,33.34,33.56,41.66,899.06,8.99,1207.15,6.1,13.47,125.81,7929.57,1
90.74,83.11,26.13,44.21,34.69,863.53,6.91,1155.0,11.42,21.35,127.85,5899.75,1
58.81,49.77,38.16,45.05,31.56,1231.23,8.03,1749.7,14.37,21.65,79.77,7340.85,1
53.12,54.71,20.11,20.59,26.91,321.89,8.56,405.59,0.84,11.0,123.45,7565.86,1
54.54,92.59,26.54,78.74,24.97,616.43,8.55,879.28,8.3,18.95,43.78,7674.27,1
50.82,96.25,25.41,22.24,28.71,845.9,7.92,1201.53,3.66,8.04,109.08,5629.6,1
54.25,92.48,27.95,85.81,27.28,1173.55,8.19,1585.78,8.59,9.44,131.62,2828.4,1
80.74,59.36,38.45,82.45,37.87,459.73,8.55,619.74,7.26,5.3,69.12,2611.75,1
53.2,84.63,29.53,57.49,26.39,1163.52,8.77,1538.59,8.85,6.18,81.05,5804.88,1
64.35,63.34,38.82,58.05,35.43,679.57,8.56,984.58,8.49,15.14,75.12,4248.86,1
88.02,64.83,32.29,65.76,42.0,426.7,7.46,542.86,14.42,12.22,51.29,5685.36,1
51.05,44.33,25.26,47.09,28.17,1110.78,9.19,1519.6,8.51,6.62,95.66,5238.58,1
86.65,71.38,39.3,65.31,38.69,309.08,7.67,428.49,12.77,10.06,196.63,6016.49,1
62.68,43.03,22.15,23.13,30.69,817.72,6.57,1174.96,5.14,9.46,96.62,1740.84,1
55.32,53.21,21.73,23.78,25.8,276.65,7.48,388.98,6.85,21.75,113.69,1746.28,1
81.35,89.85,30.14,52.01,38.63,627.7,6.85,865.46,7.32,19.07,144.49,6911.96,1
78.3,44.5,22.83,58.47,34.18,921.29,6.83,1173.14,4.54,9.76,143.76,2948.45,1
89.49,34.98,15.27,82.15,26.83,867.34,7.26,1149.0,6.01,20.28,191.98,6391.49,1
83.08,34.83,34.45,27.33,35.82,685.59,6.64,876.02,9.18,8.85,177.21,5599.32,1
86.16,95.85,30.33,77.59,39.04,714.86,8.36,1019.56,8.91,15.36,167.03,8863.46,1
62.69,65.48,28.37,34.7,30.9,472.12,6.7,660.94,9.73,21.33,192.26,7765.54,1
57.98,58.66,44.01,47.59,32.85,747.06,7.05,1047.01,5.6,9.81,76.92,4598.51,1
83.78,86.76,32.14,42.16,35.92,1343.91,6.75,1855.2,5.08,15.6,138.73,6123.1,1
86.31,88.51,40.9,48.01,37.08,1220.54,6.67,1649.45,9.37,7.92,181.95,2379.67,1
94.57,53.25,19.18,30.53,35.18,374.28,7.22,479.08,2.43,7.33,139.86,4397.9,1
68.57,78.55,32.08,55.25,37.79,235.74,8.04,310.22,4.17,13.48,196.39,7004.16,1
66.74,83.98,41.04,76.11,37.66,1320.23,9.1,1686.44,1.11,21.59,56.06,6170.04,1
84.94,75.83,32.49,50.91,41.99,832.1,8.86,1160.76,1.55,11.06,110.29,5133.53,1
65.34,40.61,36.54,54.34,35.89,845.41,8.87,1083.85,4.03,20.75,196.38,2823.97,1
91.88,91.31,26.16,79.41,39.18,1136.86,6.98,1580.72,0.78,20.29,100.73,7523.59,1
88.63,67.74,17.77,69.42,37.33,577.63,7.22,802.01,4.06,7.08,158.33,3548.75,1
69.3,49.77,28.74,54.33,33.14,778.29,6.71,1044.36,10.0,10.04,44.86,7653.59,1
83.79,59.77,26.83,38.04,34.96,1362.4,8.6,1739.84,1.39,14.87,151.17,6087.07,1
83.95,32.63,41.01,81.94,42.0,1006.58,6.69,1321.6,6.83,12.36,189.54,4295.49,1
54.64,38.95,22.32,60.39,29.38,384.49,8.0,505.23,13.74,3.92,101.23,1804.54,1
90.61,83.59,44.0,35.48,42.0,359.87,7.17,500.25,11.97,21.87,43.41,3243.14,1
72.74,30.0,43.74,38.84,37.05,445.12,7.16,566.52,4.93,17.05,44.47,8168.03,1
87.19,59.16,22.43,76.22,34.93,1120.05,9.17,1585.79,13.91,10.75,182.72,7634.81,1
64.4,66.58,25.44,23.09,31.67,554.45,8.54,777.45,5.28,14.36,155.6,5811.4,1
90.3,33.82,41.87,89.45,42.0,225.67,8.76,290.49,1.55,3.75,57.07,4997.42,1
67.51,98.12,44.0,29.12,34.43,1333.01,8.04,1857.99,14.91,11.91,48.73,6353.57,1
50.49,45.83,28.3,75.72,31.35,403.66,8.85,558.54,13.12,20.62,168.77,4996.86,1
90.74,51.29,24.63,47.63,35.02,211.47,8.24,295.98,7.26,19.93,169.58,6332.29,1
54.11,51.28,30.78,54.46,28.77,484.56,9.05,624.01,10.16,8.75,59.28,3805.53,1
64.37,46.13,35.63,81.65,31.76,482.03,7.26,617.74,10.23,12.63,88.24,7788.73,1
92.75,30.1,23.2,48.9,41.71,706.41,8.11,916.42,3.32,15.95,164.8,6764.38,1
92.78,81.05,37.09,57.62,41.66,1304.47,8.36,1726.04,3.4,8.8,124.07,3974.82,1
75.8,97.68,16.55,23.45,28.04,1255.02,7.56,1767.99,7.31,3.3,193.05,7730.0,1
78.43,45.7,16.48,20.16,32.1,748.27,8.88,1045.78,13.72,12.11,116.97,5155.07,1
70.18,76.41,26.59,37.14,33.39,693.08,9.15,994.63,0.64,14.03,148.31,2809.79,1
63.19,81.93,25.6,67.64,29.38,866.01,7.83,1092.67,11.85,2.12,121.57,2082.84,1
64.79,89.39,24.47,28.49,31.44,492.14,7.55,616.32,1.33,3.91,190.87,6747.04,1
80.26,59.58,29.73,27.96,33.82,262.62,7.77,365.0,7.43,6.15,103.79,7988.41,1
83.86,51.21,24.62,48.77,33.6,1327.07,8.8,1732.96,9.75,8.96,76.77,7555.81,1
85.62,52.77,20.77,65.35,29.65,424.04,8.24,558.38,10.46,12.82,92.26,6417.38,1
85.53,79.88,24.28,69.85,32.23,438.08,6.62,595.51,1.35,7.88,176.44,2560.31,1
54.1,87.17,44.25,32.49,37.63,766.95,7.96,974.4,6.57,7.52,119.67,2205.33,1
72.25,42.71,27.33,25.57,35.91,789.94,6.55,1088.96,8.97,19.39,96.68,4087.72,1
52.59,55.97,28.34,85.83,28.2,222.12,8.6,292.1,1.46,4.9,127.08,7911.83,1
74.73,93.14,32.3,38.25,38.31,377.55,7.39,519.71,2.46,11.91,61.32,8713.02,1
69.87,86.47,44.5,79.73,37.72,653.79,7.77,926.28,10.12,21.06,40.86,3310.21,1
89.95,98.94,22.25,80.44,34.79,1020.48,8.66,1310.52,8.06,14.5,84.89,7215.72,1
65.79,82.8,35.44,74.08,33.96,474.1,6.63,680.89,2.85,16.34,136.8,5804.02,1
55.27,57.52,36.48,31.82,31.34,707.62,6.93,959.63,8.26,10.62,153.87,1738.56,1
56.43,71.34,33.22,77.53,30.31,868.81,7.57,1246.39,13.73,2.4,172.26,5571.87,1
84.27,76.27,17.66,73.85,34.53,1266.31,7.12,1635.5,0.73,14.92,188.27,7544.55,1
77.82,35.49,35.31,61.77,37.11,591.28,7.41,810.6,9.82,14.64,105.94,3570.92,1
54.55,68.11,16.92,43.6,25.99,360.27,9.2,479.44,1.57,4.21,158.48,8230.21,1
53.78,79.65,32.88,38.38,32.02,787.13,8.73,1105.79,0.59,11.24,51.95,3271.95,1
81.54,41.71,37.19,28.53,39.18,1096.07,8.89,1502.91,2.68,20.31,49.2,2073.55,1
53.27,84.64,21.33,55.68,23.84,331.83,9.03,447.61,6.63,6.1,59.97,2699.54,1
86.98,70.86,40.25,60.97,38.13,709.62,7.42,1016.6,12.13,11.22,111.77,7777.52,1
81.78,96.66,15.91,45.15,31.31,221.34,7.3,293.37,4.59,11.22,73.81,4629.79,1
53.66,32.97,40.31,53.28,32.18,240.27,7.13,310.91,9.57,18.22,85.91,7477.09,1
53.82,48.57,28.81,45.45,28.71,779.54,8.74,1069.24,6.46,18.49,143.66,5484.25,1
94.4,72.11,21.53,64.87,36.1,557.84,8.33,766.92,3.9,17.19,97.36,5104.19,1
66.84,50.76,19.01,83.09,33.53,1214.13,7.14,1624.28,7.96,9.31,129.18,7551.85,1
66.68,80.01,43.6,31.47,34.27,922.59,7.52,1243.02,12.06,3.44,105.98,4676.16,1
86.58,83.13,17.18,46.7,28.68,744.72,7.87,1073.82,12.57,8.99,67.04,7515.25,1
92.63,37.18,20.97,29.86,36.16,689.52,7.93,962.94,12.77,15.6,51.84,2254.97,1
94.37,65.97,25.43,63.75,36.74,796.69,8.9,1013.49,5.41,16.05,77.8,6272.33,1
83.9,65.62,33.61,71.02,38.37,248.53,7.53,321.2,12.01,21.3,49.23,6769.4,1
66.93,55.85,31.34,85.23,33.87,1271.35,8.95,1837.25,3.58,11.07,138.98,8243.23,1
53.76,95.3,18.77,39.52,27.58,1397.96,7.69,1950.57,11.21,14.65,167.31,3182.43,1
84.97,87.93,23.69,86.51,31.52,417.78,8.52,598.69,14.25,12.78,94.36,6031.65,1
75.13,78.8,22.16,24.43,30.43,344.46,9.01,451.51,0.7,5.01,101.94,4749.42,1
69.09,80.0,21.41,62.21,30.62,372.29,8.95,520.6,6.89,11.22,170.59,4370.79,1
90.79,62.32,27.33,24.0,38.8,993.23,6.65,1383.37,9.89,12.9,75.62,2300.35,1
55.0,94.47,36.12,82.56,35.78,993.73,7.06,1300.73,10.68,21.01,59.07,2506.75,1
72.17,78.62,21.52,57.09,32.49,1217.51,7.79,1656.01,3.05,9.33,120.18,7777.41,1
50.51,81.03,26.0,66.85,26.61,1102.19,7.67,1516.05,14.6,21.6,143.39,7123.15,1
71.09,90.32,26.73,78.21,30.35,739.63,8.23,995.71,9.42,12.85,135.94,4367.56,1
52.53,49.19,44.29,30.52,32.51,935.43,9.05,1324.04,2.88,6.85,154.22,7713.65,1
55.35,86.49,43.64,22.7,32.93,1025.94,6.8,1453.32,0.8,5.83,49.08,2105.75,1
55.29,43.67,39.0,81.52,33.78,815.28,7.72,1157.8,11.86,4.83,108.51,6185.8,1
79.21,54.17,22.25,42.05,33.11,770.78,7.02,1087.33,1.66,11.06,78.17,8011.32,1
83.57,53.49,17.04,29.03,29.21,974.12,8.91,1312.74,2.55,2.44,161.46,7791.48,1
76.25,98.5,24.51,52.79,31.77,868.97,9.1,1152.5,8.84,10.9,179.64,4295.87,1
93.3,89.96,23.0,61.88,38.13,972.73,7.79,1377.65,9.25,21.77,85.01,7089.25,1
66.87,79.08,30.18,22.17,32.98,935.43,6.78,1260.99,10.46,15.4,55.23,4706.01,1
62.86,80.89,38.33,39.24,35.27,1063.04,8.62,1381.18,6.21,17.2,80.55,7801.04,1
89.09,69.35,40.75,22.3,42.0,971.36,8.38,1312.77,11.72,4.38,56.64,5480.71,1
60.06,96.3,40.35,49.42,37.39,823.69,7.46,1052.98,14.63,11.46,91.59,7236.43,1
93.35,64.74,25.79,82.66,37.83,1018.16,8.9,1413.53,4.43,7.72,126.11,2089.29,1
50.55,56.64,35.62,88.79,29.33,739.38,9.13,973.9,10.69,19.88,195.79,5925.19,1
93.64,41.41,24.39,64.59,35.11,490.01,8.01,638.05,13.96,5.63,103.9,5627.13,1
51.94,85.03,16.83,31.31,24.37,201.7,8.03,290.71,10.45,11.17,75.21,6074.83,1
90.1,81.41,36.05,83.41,35.26,871.96,7.3,1225.43,10.38,13.76,66.69,6717.31,1
73.75,56.9,15.29,56.14,28.42,908.79,8.08,1279.04,3.74,12.28,67.69,8385.82,1
94.68,31.76,27.28,30.76,37.81,1366.46,7.69,1878.53,8.26,18.6,70.82,7392.62,1
53.32,88.73,24.88,84.52,24.31,633.77,7.32,898.59,8.66,6.63,161.96,3147.28,1
74.92,30.8,35.8,73.02,34.4,672.96,6.68,943.38,10.65,9.55,49.76,7694.22,1
93.62,79.26,37.99,71.22,42.0,442.16,7.18,605.65,14.95,17.84,199.58,2415.6,1
73.54,97.92,24.12,69.64,32.29,284.64,7.03,410.52,0.99,12.56,123.63,6166.49,1
78.32,60.64,39.35,34.02,38.56,1127.37,7.96,1452.41,1.45,10.04,127.08,8120.65,1
81.31,46.45,23.82,34.77,34.28,499.62,8.12,718.79,1.63,2.59,97.21,2258.42,1
70.45,79.34,28.39,68.18,32.74,930.69,8.14,1238.08,11.27,17.07,150.44,7872.69,1
78.24,87.2,36.81,35.38,39.93,1025.33,7.55,1390.02,2.48,21.44,115.43,7489.66,1
76.29,68.25,35.79,50.71,36.85,765.48,7.64,975.65,9.53,14.41,92.65,5278.32,1
90.55,97.69,44.62,74.74,40.34,1251.62,8.75,1699.73,5.21,19.13,82.42,3816.73,1
52.05,33.62,21.75,74.88,28.89,732.55,7.79,1005.24,7.13,12.34,188.1,4540.79,1
62.64,65.34,34.87,51.73,33.61,541.89,9.17,785.49,3.63,6.63,86.56,8764.94,1
92.77,80.29,33.29,75.45,38.67,1275.22,7.69,1842.74,13.06,2.29,109.82,3012.73,1
90.06,90.38,42.45,78.7,39.87,1233.88,8.25,1780.83,9.0,15.07,96.05,5847.03,1
70.5,42.55,19.69,65.83,30.31,396.85,6.64,523.71,14.2,11.86,53.79,2124.31,1
77.91,86.0,37.55,35.99,37.39,231.15,8.26,334.77,8.83,17.64,69.75,3134.2,1
62.48,68.69,32.05,39.18,34.99,307.98,8.8,413.03,2.3,15.89,70.32,7224.87,1
58.47,57.76,23.24,42.04,27.06,543.86,9.04,772.48,2.98,21.76,150.98,3769.49,1
70.87,39.22,29.23,28.18,31.27,1366.71,9.19,1767.52,14.84,12.21,105.05,8893.25,1
65.9,90.57,25.01,39.12,32.02,870.22,7.26,1175.81,11.02,10.54,165.11,5256.13,1
76.26,41.01,32.38,34.67,37.25,647.91,8.05,935.07,1.21,7.73,153.43,5374.04,1
53.5,51.69,41.67,51.87,33.3,1266.46,7.72,1822.95,10.7,11.54,70.73,1772.36,1
93.85,50.3,32.08,83.59,41.04,743.76,8.02,1031.41,6.48,19.46,130.07,8673.95,1
94.38,91.0,33.95,27.31,40.4,578.29,6.93,815.13,4.95,2.85,158.87,2806.75,1
81.42,77.09,30.56,70.42,36.52,1329.46,8.81,1708.74,2.73,21.56,141.29,5537.55,1
74.12,85.77,16.53,68.11,31.65,1219.42,8.96,1700.28,12.68,21.87,136.0,4467.56,1
63.93,47.53,21.99,26.7,29.93,1212.4,7.71,1665.37,1.43,13.96,158.34,4616.89,1
86.62,73.74,29.76,84.58,36.73,814.74,7.26,1033.35,4.7,8.63,49.08,6324.75,1
80.81,70.02,24.31,59.79,36.42,1147.33,6.88,1460.12,4.94,6.46,157.03,6465.67,1
57.32,88.3,20.45,45.46,21.76,415.22,8.35,528.04,2.83,7.53,83.62,2657.16,1
90.99,93.43,30.12,72.96,42.0,887.87,7.34,1238.46,7.87,3.0,131.5,5246.9,1
87.01,30.85,24.68,38.02,31.98,1380.62,8.96,1764.9,0.67,11.5,78.77,7428.58,1
92.74,77.18,22.74,68.55,34.89,549.15,8.31,737.81,4.86,3.15,174.21,4824.65,1
82.66,33.63,28.92,22.78,35.7,1153.22,8.24,1523.86,14.04,16.37,116.89,2743.53,1
77.6,68.42,19.0,78.76,30.76,788.57,8.01,1072.54,5.0,9.44,142.87,3849.13,1
68.82,50.13,42.83,51.37,39.21,247.77,6.62,344.72,5.73,5.99,167.05,3092.85,1
91.97,51.47,41.03,64.57,40.24,1115.62,9.02,1547.31,7.36,12.9,183.25,2443.63,1
88.97,54.71,36.23,35.49,40.44,402.28,8.2,544.33,8.64,21.48,157.13,4331.86,1
52.03,73.49,18.19,67.4,23.22,957.77,9.18,1286.16,12.23,15.9,63.8,5557.02,1
51.19,53.38,38.28,74.06,31.78,302.8,7.95,402.59,3.26,11.83,176.73,2045.64,1
66.94,81.29,39.24,53.12,35.34,1336.24,8.42,1900.64,13.14,17.54,138.97,6028.68,1
86.47,58.32,38.03,63.24,40.12,550.07,6.65,723.98,11.48,16.75,137.51,8947.68,1
94.43,34.78,18.42,51.94,33.95,471.76,8.21,614.17,10.98,19.83,187.41,8730.94,1
56.77,84.86,34.32,82.59,30.18,354.96,8.56,496.47,1.76,6.09,79.81,7718.8,1
76.74,50.0,40.03,54.85,38.77,1335.2,8.6,1765.07,0.81,19.18,78.33,3497.56,1
67.14,60.29,32.32,78.93,34.98,1054.28,8.58,1496.45,9.11,8.02,122.11,1668.06,1
93.65,77.98,34.39,76.09,39.25,1089.99,7.11,1433.97,13.02,20.82,160.14,7751.56,1
87.9,53.27,28.75,48.74,35.3,799.29,9.13,1111.32,8.97,7.62,111.56,1917.9,1
87.72,33.96,30.86,36.11,38.96,769.67,9.19,969.04,3.59,20.54,141.42,3042.21,1
71.09,56.17,16.03,48.43,28.32,332.03,6.7,440.64,1.81,21.28,112.4,5583.4,1
68.67,96.11,34.17,77.84,35.79,871.81,9.03,1149.61,10.64,4.91,137.66,2837.84,1
62.3,74.92,17.44,35.93,24.87,496.3,7.28,701.44,10.97,21.49,171.56,7753.41,1
52.54,77.0,28.05,56.71,24.39,1372.57,8.36,1981.19,3.0,3.71,68.88,7328.7,1
88.91,74.26,23.78,76.43,34.48,1155.9,7.41,1551.42,0.91,6.37,151.26,7168.27,1
86.58,43.93,31.36,44.74,36.09,695.59,9.11,984.24,6.42,10.88,165.99,7620.96,1
94.99,59.28,19.0,64.95,35.24,381.61,6.77,530.41,8.95,21.87,111.54,3147.76,1
94.85,82.57,35.75,37.19,39.95,1142.4,7.84,1649.03,10.74,11.77,91.72,6966.69,1
74.99,37.1,38.85,27.65,38.83,346.46,7.66,489.28,12.24,13.01,42.17,4164.61,1
